,movieCd,companyCd,companyNm,companyNmEn,companyPartNm
0,19708127,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사
1,19708127,20100611,합동영화사,,수입사
0,19740087,20101378,유나이티드 아티스트,United Artists,제작사
1,19740087,20101016,우성사,,수입사
0,19770083,20104352,메트로-골드윈-마이어,Metro-Goldwyn-Mayer (MGM),제작사
1,19770083,20100488,동아흥행㈜,,수입사
0,20108772,20102972,댄 커티스 프로덕션,Dan Curtis Productions Inc.,제작사
1,20108772,20101021,한진흥업주식회사,,수입사
0,19770082,20101670,워너브러더스사㈜,,제작사
1,19770082,20114659,신프로덕션,,수입사
0,20108619,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,20108619,20114662,국제,,수입사
0,19730066,20103322,이온 프로덕션,Eon Productions Ltd.,제작사
1,19730066,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,20108648,20101412,월트 디즈니 픽쳐스,Walt Disney Pictures,제작사
1,20108648,20114662,국제,,수입사
0,20090143,20101081,한성기획,,제작사
0,19830020,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",제작사
0,19830121,20103872,골렌골로버스프로덕션,Golan-Globus Productions,제작사
0,19900011,20100584,(주)황기성 사단,HwangKiSung Films,제작사
0,19880035,20100181,(주)삼도필림,,제작사
0,19900150,20101176,라스타 픽쳐스,Rastar Pictures,제작사
1,19900150,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
2,19900150,20101382,유니버셜 픽쳐스,Universal Pictures,배급사
3,19900150,20100040,유아이피-씨아이씨영화및비디오배급(유),UIP Korea,수입사
0,19900075,20101017,(주)서울연예,,제작사
0,19780002,20101021,한진흥업주식회사,,제작사
0,19860019,20101787,한림영화,,제작사
0,19820031,20100008,(주)삼영필림,Samyoung Film,제작사
0,19840056,20101787,한림영화,,제작사
0,19900032,20100708,(주)성일씨네마트,,제작사
0,19860041,20100115,신한영화(주),,제작사
0,19810016,20101016,우성사,,제작사
0,19810051,20100465,(주)우진필림,,제작사
0,19830088,20010158,대양필름(주),,제작사
0,19840030,20100465,(주)우진필림,,제작사
0,19890020,20101032,예필림,,제작사
0,19820088,20060167,남아진흥(주),,제작사
0,19890035,20100465,(주)우진필림,,제작사
0,19840001,20101021,한진흥업주식회사,,제작사
0,19300012,20100544,독립프로덕션빨간눈사람,Redsnowman,제작사
0,19810046,20101024,대영영화주식회사,,제작사
0,19830059,20100683,화풍흥업,,제작사
0,19890079,20101058,한국영화배급㈜,,제작사
0,19860042,20063234,(주)대종필름,,제작사
0,19880044,20100338,(주)서울동화엔터프라이즈 ,,제작사
0,19900010,20101072,데니필름,,제작사
0,19860046,20100479,(주)화천공사,,제작사
0,19830071,20100479,(주)화천공사,,제작사
0,19880193,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,19880193,20103915,고든컴퍼니,Gordon Company,제작사
2,19880193,20101256,실버 픽쳐스,Silver Pictures,제작사
3,19880193,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,배급사
4,19880193,20100475,태흥영화(주),Taehung Pictures,수입사
0,19890073,20100621,(주)다모아필름,,제작사
0,19860010,20100683,화풍흥업,,제작사
0,19890063,20100481,고려영화(주),,제작사
0,19890009,20061937,대경필름,,제작사
0,19830057,20101016,우성사,,제작사
0,19880072,20100015,팀포커스,,제작사
0,19880075,20101031,효동흥업,,제작사
0,19940048,20100028,우리필름,,제작사
0,19860118,20102425,캐논 그룹,Cannon Group,제작사
0,19840043,20101024,대영영화주식회사,,제작사
0,19830094,20101843,(주)동협상사,,제작사
0,19830030,20100319,연방영화(주) ,,제작사
0,19900082,20101024,대영영화주식회사,,제작사
0,19810001,20101843,(주)동협상사,,제작사
0,19840073,20101329,더 말파소 컴퍼니,The Malpaso Company,제작사
1,19840073,20103660,대동,,제작사
0,19880142,20101684,얼라이브필름즈,Alive Films,제작사
1,19880142,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사
2,19880142,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,배급사
3,19880142,20100486,동보흥행(주),,수입사
0,19810049,20100053,태창엔터테인먼트(주),Taichang Entertainment,제작사
0,19900039,20101072,데니필름,,제작사
0,19300011,20103660,대동,,제작사
0,19880022,20100756,삼진필림,,제작사
0,19910019,20100482,(주)극동스크린,,제작사
0,19830004,20101016,우성사,,제작사
0,19900102,20100418,(주)키네마서울,,제작사
0,19820007,20101787,한림영화,,제작사
0,19830032,20100115,신한영화(주),,제작사
0,19900030,20101065,㈜빅씨이벤트,,제작사
0,19840025,20101843,(주)동협상사,,제작사
0,19860113,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
0,19890064,20100465,(주)우진필림,,제작사
0,19830080,20060188,세경진흥(주),,제작사
0,19900064,20100726,(주)반도영상,,제작사
0,19880049,20060342,화성물산(주),,제작사
0,19890002,20100008,(주)삼영필림,Samyoung Film,제작사
0,19860073,20100319,연방영화(주) ,,제작사
0,19840053,20060167,남아진흥(주),,제작사
0,19890266,20103872,골렌골로버스프로덕션,Golan-Globus Productions,제작사
1,19890266,20100979,춘우영화주식회사,,수입사
0,19860111,20100849,해피픽쳐스,Happy Pictures,제작사
0,19880222,20102484,카롤코 픽쳐스,Carolco Pictures Inc.,제작사
1,19880222,20101356,트라이스타 픽쳐스,TriStar Pictures,배급사
2,19880222,20100008,(주)삼영필림,Samyoung Film,수입사
0,19890093,20102484,카롤코 픽쳐스,Carolco Pictures Inc.,제작사
1,19890093,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,배급사
0,19820101,20104260,루카스필름,Lucasfilm Ltd.,제작사
1,19820101,20104469,파라마운트 픽쳐스,Paramount Pictures,제작사
0,19860103,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,19860103,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사
0,19870153,20104445,오리온 픽쳐스 코퍼레이션,Orion Pictures Corporation,제작사
1,19870153,20101021,한진흥업주식회사,,수입사
0,19860100,20104352,메트로-골드윈-마이어,Metro-Goldwyn-Mayer (MGM),제작사
0,19900314,20103701,프랑스3시네마,France 3 Cinema,제작사
1,19900314,20100997,(주)삼호필림,,수입사
0,20090122,20100338,(주)서울동화엔터프라이즈 ,,제작사
1,20090122,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,19900060,20101059,㈜호텔롯데,,제작사
0,19820122,20104352,메트로-골드윈-마이어,Metro-Goldwyn-Mayer (MGM),제작사
1,19820122,20101378,유나이티드 아티스트,United Artists,제작사
0,19810060,20101378,유나이티드 아티스트,United Artists,제작사
0,19830055,20100655,태창흥업,,제작사
0,19890236,20103893,골든하베스트,Golden Harvest,제작사
1,19890236,20100181,(주)삼도필림,,수입사
0,20090137,20101074,아성영화㈜,,제작사
0,19890212,20102425,캐논 그룹,Cannon Group,제작사
1,19890212,20103872,골렌골로버스프로덕션,Golan-Globus Productions,제작사
2,19890212,20100509,(주)한영필림,,수입사
0,20090119,20101063,대하필름,,제작사
0,19940050,20100324,(주)대종필림,,제작사
0,19840064,20100319,연방영화(주) ,,제작사
0,19860045,20100319,연방영화(주) ,,제작사
0,19810005,20100478,합동영화(주),,제작사
0,19850100,20104206,케네디 밀러 프로덕션즈,Kennedy Miller Productions,제작사
0,19890048,20060167,남아진흥(주),,제작사
0,19880057,20100979,춘우영화주식회사,,제작사
0,19890053,20100979,춘우영화주식회사,,제작사
0,19940043,20100726,(주)반도영상,,제작사
0,19900014,20100979,춘우영화주식회사,,제작사
0,19880050,20100621,(주)다모아필름,,제작사
0,19880071,20101033,(주)건화상사,,제작사
0,19850054,20100115,신한영화(주),,제작사
0,19890065,20100483,(주)대동흥업,,제작사
0,19840049,20100465,(주)우진필림,,제작사
0,19820073,20100488,동아흥행㈜,,제작사
0,19840055,20100475,태흥영화(주),Taehung Pictures,제작사
0,19820074,20114662,국제,,제작사
0,19820043,20101016,우성사,,제작사
0,19900077,20100708,(주)성일씨네마트,,제작사
0,19860056,20060188,세경진흥(주),,제작사
0,20090140,20100995,지미필림,,제작사
0,19900146,20102484,카롤코 픽쳐스,Carolco Pictures Inc.,제작사
1,19900146,20101356,트라이스타 픽쳐스,TriStar Pictures,배급사
2,19900146,20100482,(주)극동스크린,,수입사
0,19850048,20100478,합동영화(주),,제작사
0,19900296,20102681,시티 라이트 필름즈,City Light Films,제작사
1,19900296,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
2,19900296,20100040,유아이피-씨아이씨영화및비디오배급(유),UIP Korea,수입사
0,19880019,20100980,현진필름,,제작사
0,19840086,20104469,파라마운트 픽쳐스,Paramount Pictures,제작사
0,19810077,20103893,골든하베스트,Golden Harvest,제작사
0,19890039,20100224,판영화사(주),,제작사
0,19820082,20100980,현진필름,,제작사
0,19900108,20100482,(주)극동스크린,,제작사
0,19860051,20100008,(주)삼영필림,Samyoung Film,제작사
0,19830102,20100478,합동영화(주),,제작사
0,19880168,20102425,캐논 그룹,Cannon Group,제작사
1,19880168,20103872,골렌골로버스프로덕션,Golan-Globus Productions,제작사
2,19880168,20100479,(주)화천공사,,수입사
0,19470016,20060556,금성영화사,,제작사
0,20090116,20101058,한국영화배급㈜,,제작사
0,19830031,20010158,대양필름(주),,제작사
0,19890004,20100338,(주)서울동화엔터프라이즈 ,,제작사
0,19820072,20101021,한진흥업주식회사,,제작사
0,19900006,20101015,양전흥업,,제작사
0,19890085,20100474,(주)태광영화사,,제작사
0,20090134,20101053,㈜효자필름,,제작사
0,19820124,20101928,남양,,제작사
0,19860072,20100115,신한영화(주),,제작사
0,19820011,20101024,대영영화주식회사,,제작사
0,19840032,20100465,(주)우진필림,,제작사
0,20090142,20100461,신화프로덕션,,제작사
0,19860080,20100479,(주)화천공사,,제작사
0,19840069,20101175,랭크 필름 오가니제이션,Rank Film Organization,제작사
0,19830003,20100465,(주)우진필림,,제작사
0,19890143,20102425,캐논 그룹,Cannon Group,제작사
1,19890143,20103872,골렌골로버스프로덕션,Golan-Globus Productions,제작사
2,19890143,20100485,(주)대일필림,,수입사
0,19890023,20101048,(주)모가드코리아,,제작사
0,19820067,20101787,한림영화,,제작사
0,19860018,20101021,한진흥업주식회사,,제작사
0,19880014,20103003,샘터,,제작사
0,19880055,20100481,고려영화(주),,제작사
0,19900026,20100486,동보흥행(주),,제작사
0,19880205,20101635,에이브이씨오엠버시픽쳐스,AVCO Embassy Pictures,제작사
1,19880205,20100974,(주)두손필름,,수입사
0,20020242,20100210,조이엔터테인먼트(주),Joy Entertainment,제작사
1,20020242,20103809,(주)미로비젼,Mirovision Inc. ,해외세일즈사
0,19900056,20100014,오픈시네마(주),,제작사
0,19830104,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",제작사
0,19820034,20100465,(주)우진필림,,제작사
0,19410019,20100481,고려영화(주),,제작사
0,19940013,20100672,(주)서울필름,,제작사
0,19810032,20060188,세경진흥(주),,제작사
0,19840007,20010158,대양필름(주),,제작사
0,19900287,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,19900287,20101382,유니버셜 픽쳐스,Universal Pictures,배급사
2,19900287,20100040,유아이피-씨아이씨영화및비디오배급(유),UIP Korea,수입사
0,19830027,20100319,연방영화(주) ,,제작사
0,19840035,20100683,화풍흥업,,제작사
0,19890051,20101005,해성흥업,,제작사
0,19890047,20104132,(주)세한진흥,,제작사
0,19880028,20100509,(주)한영필림,,제작사
0,19860065,20100683,화풍흥업,,제작사
0,19840038,20100488,동아흥행㈜,,제작사
0,19900078,20100980,현진필름,,제작사
0,20090129,20100997,(주)삼호필림,,제작사
0,19900227,20104469,파라마운트 픽쳐스,Paramount Pictures,제작사
1,19900227,20104469,파라마운트 픽쳐스,Paramount Pictures,배급사
0,19880094,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,19880094,20101762,아메리칸엔터테인먼트,American Entertainment,제작사
2,19880094,20100475,태흥영화(주),Taehung Pictures,수입사
0,19840082,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사
1,19840082,20101176,라스타 픽쳐스,Rastar Pictures,제작사
0,19890022,20101021,한진흥업주식회사,,제작사
0,19860005,20101843,(주)동협상사,,제작사
0,19840142,20100980,현진필름,,제작사
0,19830136,20104352,메트로-골드윈-마이어,Metro-Goldwyn-Mayer (MGM),제작사
0,20081078,20101016,우성사,,제작사
0,19830096,20100683,화풍흥업,,제작사
0,19890032,20100486,동보흥행(주),,제작사
0,19820076,20100115,신한영화(주),,제작사
0,19860061,20100115,신한영화(주),,제작사
0,19880067,20100509,(주)한영필림,,제작사
0,19900074,20100115,신한영화(주),,제작사
0,19890080,20100769,신라영화(주),,제작사
0,19880054,20100969,두성영화㈜,Doo Sung Cinema,제작사
0,19840020,20100488,동아흥행㈜,,제작사
0,19880073,20100655,태창흥업,,제작사
0,19820049,20101787,한림영화,,제작사
0,19860067,20100319,연방영화(주) ,,제작사
0,19900271,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,19900271,20101382,유니버셜 픽쳐스,Universal Pictures,배급사
2,19900271,20100040,유아이피-씨아이씨영화및비디오배급(유),UIP Korea,수입사
0,19840029,20101021,한진흥업주식회사,,제작사
0,19840052,20114662,국제,,제작사
0,19830092,20100053,태창엔터테인먼트(주),Taichang Entertainment,제작사
0,19890132,20103893,골든하베스트,Golden Harvest,제작사
1,19890132,20100756,삼진필림,,수입사
0,19810040,20100655,태창흥업,,제작사
0,19820065,20101024,대영영화주식회사,,제작사
0,19810011,20010158,대양필름(주),,제작사
0,19820015,20101021,한진흥업주식회사,,제작사
0,19830105,20100115,신한영화(주),,제작사
0,19820053,20101024,대영영화주식회사,,제작사
0,19830098,20101024,대영영화주식회사,,제작사
0,19880048,20100115,신한영화(주),,제작사
0,19890014,20101039,동서영화㈜,,제작사
0,19900138,20104412,뉴라인 시네마,New Line Cinema,제작사
1,19900138,20104412,뉴라인 시네마,New Line Cinema,배급사
0,19820055,20100488,동아흥행㈜,,제작사
0,19810010,20100319,연방영화(주) ,,제작사
0,20090144,20100338,(주)서울동화엔터프라이즈 ,,제작사
0,19860003,20100980,현진필름,,제작사
0,19840026,20100655,태창흥업,,제작사
0,19900084,20101040,㈜평주,,제작사
0,20090135,20100942,두레프로덕션,,제작사
0,19890040,20100621,(주)다모아필름,,제작사
0,19900079,20101062,대흥영화㈜,,제작사
0,19860071,20100115,신한영화(주),,제작사
0,19820069,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",제작사
0,19820104,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사
0,19890018,20100482,(주)극동스크린,,제작사
0,19890067,20100012,(주)신도필림,,제작사
0,19860062,20100483,(주)대동흥업,,제작사
0,19860083,20100974,(주)두손필름,,제작사
0,19860032,20101843,(주)동협상사,,제작사
0,19880005,20100767,세원필림,,제작사
0,19810045,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",제작사
0,19820096,20100655,태창흥업,,제작사
